,obm_datum,location_start,survey_station_code,location_end,basin,river,date,time_start,time_end,team,site_length,site_width,area_surface,depth_mean,depth_max,covering,shading,meander,electrofisher_type,type_of_electrofishing,water_level,land_use_right,rb_fine_sediment,rb_sand,rb_gravel,rb_stone,rb_large_stone,rb_concrete,rb_clay,lu_right_bank,lu_left_bank,lbv_grasses,lbv_wood,lbv_stone,lbv_concrete,rbv_grasses,rbv_wood,rbv_stone,rbv_concrete,ws_rapid,ws_medium,ws_slow,ws_stagnant,transparency,naturalness,date_of_modification,ph,conductivity,tds,disolved_oxygen_proc,disolved_oxygen_mgl,temperature,site_width_max,lbv_bushes,rbv_bushes,altitude,water_type,etrs10,sci,bazin,bazin_code,bazin2_ccm2,geometry x,geometry y,,
295,8/7/2019 0:00,Sebes T,MU19014,131,Mures,Sebes (Maior),NA,1015,NA,"Nagy András Attila, Imecs István, Takács Péter, Szegedi Ervin",150,2.5,300,20,60,0,90,3,1,wading,3,NA,1,6,33,55,5,0,0,"salcie, plop, arin, teren agricol","salcie, plop, arin, teren agricol",5,80,0,0,5,80,0,0,30,50,19,1,4,1,NA,7.57,115,58,NA,NA,19.4,4,15,15,444.19,river,10km10kmE544N275,ROSCI0368: Râul Mureș între Deda și Reghin,Mureş,MU,Maros,24.857563,46.933916,c(NaN, NaN)
296,9/9/2019 0:00,Maros Magyaro T (MAR02MAL),MU19028,155,Mures,Mures,NA,690,NA,"Nagy András Attila, Sallai Zoltán, Ferincz Árpád",250,70,1000,50,130,0,5,1,1,wading,2,NA,5,10,20,50,15,0,0,"salcie, teren agricol","salcie, teren agricol",40,15,0,0,40,15,0,0,30,43,20,7,5,1,NA,NA,NA,NA,NA,NA,NA,90,45,45,412.61,river,10km10kmE544N275,NA,Mureş,MU,Maros,24.81886,46.90326,c(NaN, NaN)
297,9/7/2014 0:00,JOD FELSO T,MU14088,NA,Maros,Iod,NA,NA,NA,"Nagy András Attila, Imecs István ",100,2,200,35,85,NA,NA,NA,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,771.2,river,10km10kmE545N276,ROSCI0019: Călimani - Gurghiu,Mureş,MU,Maros,24.99965301,46.937368,c(NaN, NaN)
298,9/7/2014 0:00,Maros Deda folott,MU14093,NA,Maros,Mures,NA,NA,NA,"Nagy András Attila, Imecs István ",200,25,600,80,200,NA,NA,NA,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,467.87,river,10km10kmE544N276,NA,Mureş,MU,Maros,24.90579001,46.95255,c(NaN, NaN)
299,8/2/2014 0:00,GALONYAI TO,MU14067,NA,Maros,Mures,NA,NA,NA,"Nagy András Attila, Imecs István ",50,15,150,75,100,NA,NA,NA,NA,wading,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,499.69,oxbow,10km10kmE544N276,ROSCI0019: Călimani - Gurghiu,Mureş,MU,Maros,24.92347401,46.966417,c(NaN, NaN)
300,9/7/2014 0:00,JOD KOZEPSO T,MU14090,NA,Maros,Iod,NA,NA,NA,"Nagy András Attila, Imecs István ",100,2,200,20,50,NA,NA,NA,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,645.81,river,10km10kmE545N276,ROSCI0019: Călimani - Gurghiu,Mureş,MU,Maros,24.98067001,46.95103,c(NaN, NaN)
301,9/7/2014 0:00,JOD ALSO T,MU14086,NA,Maros,Iod,NA,NA,NA,"Nagy András Attila, Imecs István ",100,3,300,45,90,NA,NA,NA,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,546.65,river,10km10kmE545N276,ROSCI0019: Călimani - Gurghiu,Mureş,MU,Maros,24.97697701,46.968025,c(NaN, NaN)
302,9/8/2014 0:00,Maros Ratosnya alatt,MU14100,NA,Maros,Mures,NA,NA,NA,"Nagy András Attila, Imecs István ",250,35,750,85,200,NA,NA,NA,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,514.97,river,10km10kmE545N276,ROSCI0019: Călimani - Gurghiu,Mureş,MU,Maros,24.97685001,46.97538,c(NaN, NaN)
303,9/6/2014 0:00,RATOSNYA MELLEKAG T,MU14080,NA,Maros,Rastolita,NA,NA,NA,"Nagy András Attila, Imecs István ",100,1,100,10,35,NA,NA,NA,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,595.07,affluent,10km10kmE545N276,ROSCI0019: Călimani - Gurghiu,Mureş,MU,Maros,24.98804501,46.981701,c(NaN, NaN)
304,11/14/2014 23:00,VISA1T1,MU14131,NA,Maros,Mures,NA,NA,NA,"Nagy András Attila, Imecs István ",100,1,100,30,60,NA,NA,NA,NA,wading,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,591.9,affluent,10km10kmE545N276,ROSCI0019: Călimani - Gurghiu,Mureş,MU,Maros,24.97567601,46.981446,c(NaN, NaN)
305,9/8/2014 0:00,GALONYA KOZEPSO T,MU14101,NA,Maros,Galaoaia,NA,NA,NA,"Nagy András Attila, Imecs István ",120,3,360,50,140,NA,NA,NA,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,594.58,river,10km10kmE544N276,ROSCI0019: Călimani - Gurghiu,Mureş,MU,Maros,24.93104001,46.987461,c(NaN, NaN)
306,9/8/2014 0:00,GALONYA ALSO T,MU14096,NA,Maros,Galaoaia,NA,NA,NA,"Nagy András Attila, Imecs István ",100,4,300,50,140,NA,NA,NA,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,543.2,river,10km10kmE544N276,ROSCI0019: Călimani - Gurghiu,Mureş,MU,Maros,24.92905301,46.977089,c(NaN, NaN)
307,8/2/2014 0:00,BORZIA,MU14061,NA,Maros,Borzia,NA,NA,NA,"Nagy András Attila, Imecs István ",100,1,100,20,60,NA,NA,NA,NA,wading,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,490.09,river,10km10kmE544N276,NA,Mureş,MU,Maros,24.93228001,46.970208,c(NaN, NaN)
308,9/7/2014 0:00,BISZTRA ALSO T,MU14084,NA,Maros,Bistra,NA,NA,NA,"Nagy András Attila, Imecs István ",120,6,360,40,90,NA,NA,NA,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,507.41,river,10km10kmE544N276,NA,Mureş,MU,Maros,24.89743501,46.968732,c(NaN, NaN)
309,10/28/2019 23:00,Maros Deda 2019,MU19053,213,Mures,Mures,NA,510,NA,"Nagy András Attila, Kelemen Alpár, Imecs István",200,25,600,60,150,0,35,2,1,wading,2,NA,3,7,15,55,20,0,0,"salcie, plop, insula, gospodarii","salcie, plop, insula, pasune, teren agricol",10,75,5,0,10,75,5,0,20,55,17,8,5,2,10-20 year,8.23,203,101,NA,NA,9.5,35,10,10,451.54,river,10km10kmE544N276,ROSCI0368: Râul Mureș între Deda și Reghin,Mureş,MU,Maros,24.870146,46.938293,c(NaN, NaN)
310,9/18/2018 0:00,Beszterce Sofalva T,SO18008,359,Nagy-Szamos,Bistrita,NA,1080,1190,"Nagy András Attila, Kovács Attila",150,12,450,40,130,0,25,1,1,wading,3,NA,8,5,30,50,0,2,5,"abandoned gravel extraction place, agricultural land",agricultural land,80,0,10,0,10,0,0,0,30,50,15,5,4,3,30-50 year,7.93,295,147,92,92,8.1,17,10,90,321.02,river,10km10kmE541N276,NA,Someş,SO,Szamos,24.431412,47.075564,c(NaN, NaN)
311,9/18/2018 0:00,Sajó Arokalja T,SO18007,358,Nagy-Szamos,Sieu,NA,910,1040,"Nagy András Attila, Kovács Attila",150,23,450,45,100,0,15,0,1,wading,3,NA,7,10,25,38,2,0,18,"willow, agricultural land","pasture, floodplain, agricultural land",80,0,0,0,10,0,0,0,20,40,30,10,1,2,20-30 year,7.92,453,227,110,9.6,20.2,30,20,90,295.49,river,10km10kmE540N276,ROSCI0400: Șieu - Budac,Someş,SO,Szamos,24.365133,47.086536,c(NaN, NaN)
312,8/12/2010 0:00,Sajo Sajoudvarhely mellett 2010,SO10001,NA,Somesul Mare,Sieu,NA,NA,NA,"Nagy András Attila, Hana Latková",50,18,200,55,150,0,20,1,1,wading,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,20-30 year,NA,NA,NA,NA,NA,NA,22,NA,NA,275.81,river,10km10kmE539N277,NA,Someş,SO,Szamos,24.30002435,47.14437022,c(NaN, NaN)
313,9/16/2019 0:00,Nagy-Szamos Arpasto T,SO19004,172,Nagy-Szamos,Somes,NA,600,NA,"Nagy András Attila, Kelemen Alpár",250,40,750,55,140,0,2,0,1,wading,2,NA,5,5,10,15,0,0,65,"fuz, szanto","fuz, arter, szanto",15,10,0,0,15,10,0,0,10,40,35,15,3,3,10-20 year,8.61,2193,1097,NA,NA,18.7,70,75,75,237.54,river,10km10kmE537N277,NA,Someş,SO,Szamos,24.021072,47.172504,c(NaN, NaN)
314,9/8/2017 0:00,Nagy Sz Naszod T,SO17001,151,Szamos,Somes,NA,840,960,"Nagy András Attila, Muntean George Catalin",150,28,600,55,150,0,15,0,1,wading,3,NA,25,5,15,25,10,0,20,"willow, abandoned land","willow, agricultural land, forest",20,80,0,0,25,60,15,0,35,40,20,5,4,2,20-30 year,8.73,277,139,103,9.2,19.6,35,0,0,319.65,river,10km10kmE540N279,ROSCI0232: Someșul Mare Superior,Someş,SO,Szamos,24.410865,47.279893,c(NaN, NaN)
315,9/8/2017 0:00,Nagy Sz Naszod also T,SO17002,152,Szamos,Somes,NA,1020,1110,"Nagy András Attila, Muntean George Catalin",150,40,600,50,100,0,10,0,1,wading,3,NA,10,5,15,40,15,0,15,"little flood plain, embankment, agricultural land","willow, poplar, little agricultural land, forest",10,90,0,0,90,0,10,0,35,40,23,2,4,2,20-30 year,8.79,277,138,106,9.3,19.7,50,0,0,310.61,river,10km10kmE540N279,NA,Someş,SO,Szamos,24.37706,47.292369,c(NaN, NaN)
316,9/8/2017 0:00,Nagy Sz Naszod felett T,SO17003,150,Szamos,Somes,NA,660,800,"Nagy András Attila, Muntean George Catalin",150,30,600,55,180,0,15,1,1,wading,3,NA,15,8,25,17,20,0,15,"willow, alder, meadow, forest","willow, alder, agricultural land",20,80,0,0,70,30,0,0,35,45,20,0,4,2,20-30 year,8.74,277,138,103,9.4,17.2,40,0,0,328.66,river,10km10kmE540N279,ROSCI0232: Someșul Mare Superior,Someş,SO,Szamos,24.441353,47.281757,c(NaN, NaN)
317,9/8/2017 0:00,Nagy Szamos Foldra T,SO17004,149,Szamos,Somes,NA,500,625,"Nagy András Attila, Muntean George Catalin",150,25,600,50,150,0,20,0,1,wading,3,NA,25,5,20,30,20,0,0,"alder, willow, agricultural land, constructions","alder, willow, agricultural land",20,80,0,0,35,60,5,0,20,49,30,1,4,2,20-30 year,8.53,303,151,112,10.7,14.9,33,0,0,368.76,river,10km10kmE541N279,ROSCI0232: Someșul Mare Superior,Someş,SO,Szamos,24.57756216,47.27818776,c(NaN, NaN)
318,11/26/2019 23:00,Nagy-Szamos Santa,SO19010,NA,Nagy-Szamos,Somes,NA,600,NA,"Nagy András Attila, Antal László, Nyeste Krisztián",150,7,150,30,60,0,30,0,1,wading,2,NA,3,20,32,25,20,0,0,vegyes erdő,"fenyő, aszfaltozott út, fenyves",10,50,20,0,10,50,20,0,30,60,9,1,5,2,10-20 year,NA,NA,NA,NA,NA,NA,11,20,20,643.19,river,10km10kmE543N281,NA,Someş,SO,Szamos,24.90152928,47.45308488,c(NaN, NaN)
319,7/4/2015 0:00,Borgo5T,SO15002,NA,Somesul Mare,Bargau,NA,NA,NA,"Nagy András Attila, Kürti Roland",150,2.5,350,20,55,0,50,3,1,wading,3,NA,2,8,40,50,NA,NA,NA,"legelo, fenyoerdo",fenyves,NA,NA,NA,NA,NA,NA,NA,NA,25,50,20,5,3,2,20-30 year,NA,NA,NA,NA,NA,NA,5,NA,NA,699.62,river,10km10kmE544N279,ROSCI0051: Cușma,Someş,SO,Szamos,24.88892827,47.2146236,c(NaN, NaN)
320,7/5/2015 0:00,Beszterce4T,SO15003,NA,Somesul Mare,Bistrita,NA,NA,NA,"Nagy András Attila, Kürti Roland",150,600,20,50,140,0,25,1,1,wading,3,NA,2,8,40,50,NA,NA,NA,"fuz, eger, kertek, kaszalok",vegyes erdo,NA,NA,NA,NA,NA,NA,NA,NA,35,40,20,5,5,3,30-50 year,NA,NA,NA,NA,NA,NA,10,NA,NA,800.79,river,10km10kmE544N278,ROSCI0051: Cușma,Someş,SO,Szamos,24.93848476,47.16570852,c(NaN, NaN)
321,7/5/2015 0:00,Also Beszterce5T,SO15004,NA,Somesul Mare,Bistrita,NA,NA,NA,"Nagy András Attila, Kürti Roland",200,20,1000,70,180,0,25,5,1,wading,3,NA,2,20,58,20,NA,NA,NA,"arter, mezogazdasagi terulet","arter, kaszalo",NA,NA,NA,NA,NA,NA,NA,NA,25,40,30,5,5,3,30-50 year,NA,NA,NA,NA,NA,NA,35,NA,NA,447.95,river,10km10kmE542N278,NA,Someş,SO,Szamos,24.6553776,47.19799797,c(NaN, NaN)
322,6/6/2015 0:00,Budac4T,SO15001,NA,Somesul Mare,Budac,NA,NA,NA,"Nagy András Attila, Bartha László",150,10,800,50,130,0,70,0,1,wading,4,NA,2,8,30,60,NA,NA,NA,"eger, fuz, legelo","eger, fuz, kaszalo",10,50,NA,NA,30,20,NA,NA,40,30,28,2,3,2,20-30 year,NA,NA,NA,NA,NA,NA,13,40,50,499.75,river,10km10kmE542N277,NA,Someş,SO,Szamos,24.64291606,47.06484001,c(NaN, NaN)
323,9/7/2014 0:00,BISZTRA KOZEPSO1T,MU14091,NA,Maros,Bistra,NA,NA,NA,"Nagy András Attila, Imecs István ",100,2,200,35,100,NA,NA,NA,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,992.79,river,10km10kmE544N277,ROSCI0019: Călimani - Gurghiu,Mureş,MU,Maros,24.89169701,47.06592,c(NaN, NaN)
324,9/7/2014 0:00,BISTRA STEGEA3T,MU14089,NA,Maros,Bistra,NA,NA,NA,"Nagy András Attila, Imecs István ",100,1,100,30,70,NA,NA,NA,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1032.63,river,10km10kmE544N277,ROSCI0019: Călimani - Gurghiu,Mureş,MU,Maros,24.90688001,47.053909,c(NaN, NaN)
325,9/7/2014 0:00,BISZTRA 2 T,MU14085,NA,Maros,Bistra,NA,NA,NA,"Nagy András Attila, Imecs István ",120,7,360,70,150,NA,NA,NA,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,653.06,river,10km10kmE544N276,NA,Mureş,MU,Maros,24.87755201,47.009972,c(NaN, NaN)
326,9/8/2014 0:00,KIS GALONYA T,MU14097,NA,Görgény,Galaoaia Mica,NA,NA,NA,"Nagy András Attila, Imecs István ",100,1,100,25,60,NA,NA,NA,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,836.92,river,10km10kmE544N276,ROSCI0019: Călimani - Gurghiu,Mureş,MU,Maros,24.92287901,47.011702,c(NaN, NaN)
327,9/8/2014 0:00,NAGY GALONYA FELSO T,MU14102,NA,Maros,Galaoaia,NA,NA,NA,"Nagy András Attila, Imecs István ",100,3,300,50,120,NA,NA,NA,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,799.86,river,10km10kmE544N276,ROSCI0019: Călimani - Gurghiu,Mureş,MU,Maros,24.94980301,47.013395,c(NaN, NaN)
328,11/14/2014 23:00,VISA1T,MU14132,NA,Maros,Mures,NA,NA,NA,"Nagy András Attila, Imecs István ",100,1,100,20,50,NA,NA,NA,NA,wading,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,837.73,affluent,10km10kmE545N276,ROSCI0019: Călimani - Gurghiu,Mureş,MU,Maros,24.97117901,47.005368,c(NaN, NaN)
329,9/6/2014 0:00,RATOSNYA GATBAN T,MU14076,NA,Maros,Rastolita,NA,NA,NA,"Nagy András Attila, Imecs István ",100,8,300,65,120,NA,NA,NA,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,690.27,river,10km10kmE545N277,ROSCI0019: Călimani - Gurghiu,Mureş,MU,Maros,25.02704301,47.021265,c(NaN, NaN)
330,9/6/2014 0:00,RATOSNYA FELSO T,MU14083,NA,Maros,Rastolita,NA,NA,NA,"Nagy András Attila, Imecs István ",100,4,300,45,100,NA,NA,NA,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,877.17,river,10km10kmE545N277,ROSCI0019: Călimani - Gurghiu,Mureş,MU,Maros,25.00459701,47.055627,c(NaN, NaN)
331,9/6/2014 0:00,KOPEPSO PATAK T,MU14078,NA,Maros,Paraul Mijlociu,NA,NA,NA,"Nagy András Attila, Imecs István ",100,3,300,35,90,NA,NA,NA,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,835.42,river,10km10kmE545N277,ROSCI0019: Călimani - Gurghiu,Mureş,MU,Maros,25.03633501,47.048838,c(NaN, NaN)
332,9/6/2014 0:00,TIHU ALSO T,MU14077,NA,Maros,Tih,NA,NA,NA,"Nagy András Attila, Imecs István ",100,3,300,30,80,NA,NA,NA,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,819.95,river,10km10kmE545N277,ROSCI0019: Călimani - Gurghiu,Mureş,MU,Maros,25.05897701,47.041424,c(NaN, NaN)
333,9/6/2014 0:00,TIHU T,MU14081,NA,Maros,Tih,NA,NA,NA,"Nagy András Attila, Imecs István ",140,3,420,35,100,NA,NA,NA,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,896.73,river,10km10kmE545N277,ROSCI0019: Călimani - Gurghiu,Mureş,MU,Maros,25.07043001,47.061009,c(NaN, NaN)
334,8/1/2014 0:00,ILVA 3,MU14054,NA,Maros,Ilva,NA,NA,NA,"Nagy András Attila, Imecs István ",250,5,750,50,140,NA,NA,NA,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,829.89,river,10km10kmE546N277,ROSCI0019: Călimani - Gurghiu,Mureş,MU,Maros,25.11691701,47.03238,c(NaN, NaN)
335,9/6/2014 0:00,BRAD T,MU14079,NA,Maros,Brad,NA,NA,NA,"Nagy András Attila, Imecs István ",100,1,100,10,30,NA,NA,NA,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,910.57,river,10km10kmE545N277,ROSCI0019: Călimani - Gurghiu,Mureş,MU,Maros,25.07574001,47.026797,c(NaN, NaN)
336,8/1/2014 0:00,ILISOARA MARE 0,MU14060,NA,Maros,Ilisoara Mare,NA,NA,NA,"Nagy András Attila, Imecs István ",200,4,600,40,150,NA,NA,NA,NA,wading,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,754.11,river,10km10kmE546N277,ROSCI0019: Călimani - Gurghiu,Mureş,MU,Maros,25.12993401,47.00662,c(NaN, NaN)
337,8/1/2014 0:00,ILISOARA MICA,MU14057,NA,Maros,Ilisoara Mica,NA,NA,NA,"Nagy András Attila, Imecs István ",140,1,140,25,70,NA,NA,NA,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,835.13,river,10km10kmE546N277,ROSCI0019: Călimani - Gurghiu,Mureş,MU,Maros,25.13384901,47.018071,c(NaN, NaN)
338,8/1/2014 0:00,ILISOARA MARE 1,MU14053,NA,Maros,Ilisoara Mare,NA,NA,NA,"Nagy András Attila, Imecs István ",250,3,750,35,80,NA,NA,NA,NA,wading,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,851.55,river,10km10kmE546N277,ROSCI0019: Călimani - Gurghiu,Mureş,MU,Maros,25.16189701,47.01415,c(NaN, NaN)
339,7/30/2014 0:00,ZEBRAC 2,MU14043,NA,Maros,Zebrac,NA,NA,NA,"Nagy András Attila, Imecs István ",100,1,100,15,35,NA,NA,NA,NA,wading,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,820.09,river,10km10kmE547N277,ROSCI0019: Călimani - Gurghiu,Mureş,MU,Maros,25.22921801,47.006601,c(NaN, NaN)
340,8/1/2014 0:00,ILISOARA MARE 2,MU14056,NA,Maros,Ilisoara Mare,NA,NA,NA,"Nagy András Attila, Imecs István ",120,2,240,20,65,NA,NA,NA,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,948.44,river,10km10kmE546N277,ROSCI0019: Călimani - Gurghiu,Mureş,MU,Maros,25.20356401,47.022712,c(NaN, NaN)
341,8/1/2014 0:00,Tihu Ilvei,MU14055,NA,Maros,Ilva,NA,NA,NA,"Nagy András Attila, Imecs István ",160,1,160,15,60,NA,NA,NA,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,913.5,river,10km10kmE546N277,ROSCI0019: Călimani - Gurghiu,Mureş,MU,Maros,25.13531501,47.05231,c(NaN, NaN)
342,8/1/2014 0:00,Ilva legfelso,MU14058,NA,Maros,Ilva,NA,NA,NA,"Nagy András Attila, Imecs István ",160,4,480,45,140,NA,NA,NA,NA,wading,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,1062.26,river,10km10kmE546N278,ROSCI0019: Călimani - Gurghiu,Mureş,MU,Maros,25.16465301,47.075453,c(NaN, NaN)
343,8/15/2021 1:00,LN 53-04 T,SO21015,NA,Bistrița,-,NA,NA,NA,Kelemen Alpár Vándor Csaba,150,1,100,15,40,0,50,3,0,wading,3,NA,3,7,15,40,35,0,0,Pădure conifere,Pădure conifere,15,50,20,0,15,50,20,0,30,50,15,5,3,1,NA,NA,NA,NA,NA,NA,NA,250,15,15,NA,river,10km10kmE545N278,ROSCI0051: Cușma,Someş,SO,Szamos,25.02013657,47.14655382,c(NaN, NaN)
344,8/15/2021 1:00,LN 53-03 T,SO21016,NA,Bistrița,-,NA,NA,NA,Kelemen Alpár Vándor Csaba,150,80,100,15,50,0,40,3,0,wading,2,NA,3,7,30,50,10,0,0,Pădure conifere,"Pădure conifere, drum, iarbă",80,10,5,0,60,25,10,0,0,60,30,10,3,1,NA,NA,NA,NA,NA,NA,NA,160,5,5,NA,river,10km10kmE545N278,ROSCI0051: Cușma,Someş,SO,Szamos,25.03940556,47.18074364,c(NaN, NaN)
345,8/15/2021 1:00,LN 52-01 T,SI21007,NA,Bistrița,Dorna,NA,NA,NA,Kelemen Alpár Vándor Csaba,150,3,100,25,70,0,50,1,0,wading,3,NA,8,15,20,50,5,2,0,"Pădure, drum","Pădure, drum",25,50,5,2,30,40,5,2,5,70,20,5,4,2,30-50 year,NA,NA,NA,NA,NA,NA,7,18,23,NA,river,10km10kmE545N279,NA,Siret,SI,NA,25.08551273,47.20709133,c(NaN, NaN)
346,8/14/2021 1:00,LN 52-02 T,SI21005,NA,Bistrița,Vorona,NA,NA,NA,Kelemen Alpár Vándor Csaba,150,70,100,15,40,0,70,1,0,wading,1,NA,5,10,10,50,25,0,0,Pădure conifere,Pădure conifere,30,40,15,0,20,50,15,0,0,25,70,5,2,2,NA,NA,NA,NA,NA,NA,NA,140,15,15,NA,river,10km10kmE545N279,NA,Siret,SI,NA,25.121685,47.19626659,c(NaN, NaN)
